Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Description Text Segments 2,Video Description Text Segments 3,Video Description Text Segments 4,Video Description Text Segments 5,Video Description Text Segments 6,Video Description Text Segments 7,Video Description Text Segments 8,Video Description Text Segments 9,Video Description Text Segments 10,Video Description Text Segments 11,Video Description Text Segments 12,Video Description Text Segments 13,Video Description Text Segments 14,Video Description Text Segments 15,Video Description Text Segments 16,Video Description Text Segments 17,Video Description Text Segments 18,Video Description Text Segments 19,Video Description Text Segments 20,Video Description Text Segments 21,Video Description Text Segments 22,Video Description Text Segments 23,Video Description Text Segments 24,Video Description Text Segments 25,Video Description Text Segments 26,Video Description Text Segments 27,Video Description Text Segments 28,Video Description Text Segments 29,Video Description Text Segments 30,Video Description Text Segments 31,Video Description Text Segments 32,Video Description Text Segments 33,Video Description Text Segments 34,Video Description Text Segments 35,Video Description Text Segments 36,Video Title Text Segments 1,Video Text Update Timestamp
2FwRucWG81c,2023-10-16T16:31:37.033072+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - Hidden YLog app,2023-10-16T16:31:37.033072+00:00
Q_QdVfYnLmI,2023-10-16T16:39:34.463994+00:00,Check out the lists and associated countries of the operators in the video. There are a few places where the list is recorded with some subtle differences. Where else (aside from USA) is this type of software running in the default install of the new Android Go systems running? Can we use this data to F-up the terrorists abroad? Not my area...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - Unusual database listings for (GSM) mobile carrier configuration,2023-10-16T16:41:44.780168+00:00
fc0i4g1VGwo,2023-10-16T16:33:03.491115+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Go - EngineerMode hidden app,2023-10-16T16:33:03.491115+00:00
DlZ_ZqbEupE,2023-10-20T18:10:09.025826+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EGD audio - Chicago - September 25, 2023",2023-10-20T18:10:09.025826+00:00
tXKOwefI10s,2023-10-27T15:01:51.428348+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AI related ipad observations - Pissing my off my cat, Barack Obama, Satan and the Lord Jesus, et.al.",2023-10-27T15:03:23.33159+00:00
0B8Gvd9kt_8,2023-10-27T15:30:17.821111+00:00,"Documents sudden network changes and delays while the owner (whose precise location, identity and contact information are not provided to me) scrambles to figure out how to prevent dissemination of this type of heuristic data about the big bad things that he and daddy want to do with their half-assed, amateur deployments of professional (not necessarily off the hook here) software researching these topics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panic on the darkweb!,2023-10-27T15:30:17.821111+00:00
xIgAjM2KwzA,2023-10-27T15:31:09.448435+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOKIA 139DL (non-USA), or 2760, model phone boot and logged system data running modified firmware",2023-10-27T15:31:49.40587+00:00
nrNHOxt2S7g,2023-10-27T16:26:50.002444+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tip of the hat back at Lucky225 and Kevin - We all appreciate and understand IT'S LENNY!!! AHHH!,2023-10-27T16:26:50.002444+00:00
mkX9W3I2qgM,2023-10-27T16:23:22.461528+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon website unusual Fresh items discounts - Similar concerns to TEMU and darkweb merchandise srcs,2023-10-27T16:23:22.461528+00:00
Tk2mkPI4sK4,2023-10-27T16:27:23.767879+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github is darkweb moderated on its backend - Telltale signs of data hiding files from 2019-2022,2023-10-27T16:28:25.650739+00:00
ZHPSsfFsmu0,2023-10-27T16:24:38.906929+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Technically off-topic - thwart all work, no play iterations - Gremlins and the Ramones on X-Mas",2023-10-27T16:25:40.762673+00:00
NWJIYv14aH8,2023-11-06T21:25:23.11608+00:00,"Video prompting the recording: vid=tXKOwefI10s, plist=PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC,link=https://m.youtube.com/watch?v=tXKOwefI10s&list=PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC&index=46&t=4s&pp=gAQBiAQB

References to the incident elsewhere: link=https://github.com/maxieds/public-file-stashes/PROJECT.md,desc=GitHub:maxieds:public-file-stashes:PROJECT.md

We are experiencing an apparent cyber attack in Chicago. Trump is on trial in Atlanta this week. Let's just all call out Elon Musk and company for what they really are: (domestic) terrorists. The 820 AM talk radio pointed out that Saudi Arabia had backed the funding of Musk's purchase of Twitter in October of 2022 for about 1B/USD (same day I was SMS messaging with Liz Cheney under observation on a hacked cell phone due to Zack/X-unpronouncable Musk and the same afternoon Paul Pelosi was murdered in his CA mansion). If you listen to 2600 Off the Hook podcasts from this summer, the reason seems to be to change the Twitter/X company policies legally and move it's HQ to Regan's Northern California to prevent direct message (Twitter DMs) communications and other Twitter artifacts from being used against Trump in court. Prior to that, obtaining these records from a third party source (like a private investigator or hacker) would have been permissible. Trump was caugh red handed for the worst of the violence from January 6-15, 2021 - dick slammed tight shut playing in the cookie jar. I still believe that the iOS Fox News app and Apple Watch data will have revealing stuff in it. N.B., Ms. Cheney was warned to keep immaculate SMS/text message logs of our exchanges, which included multimedia and file attachments, after I realized through my Google News feed what had happened to Paul Pelosi. A crude, but adequately archived version of the Friday/Twitter buyout day SMS exchange is online (including) here: link=https://postimg.cc/gallery/S4qyr6gF,desc=postimg-dot-cc:gallery:S4qyr6gF

Here are some Dot-App-TLD names I want to work that can be registered for resolution (see deep link classifications) with Google approval:
* DontPissMamaOffToday.app
* FreeKevinFuckTrump.app",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb tethered ipad internet connection oddities day of posting video of its AI centric App Store,2023-11-06T21:25:23.11608+00:00
bX04LbOJMsk,2023-11-11T17:55:59.498075+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellowstone National Park 2022 - Print artifacts,2023-11-11T17:55:59.498075+00:00
Lgb-ny12OTY,2023-11-11T18:14:47.587669+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo - New OS features - Screen recording of external rootfs directories mounted elsewhere,2023-11-11T18:14:47.587669+00:00
uLjfCYiwVtk,2023-11-20T22:20:31.662977+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb (MDM) iPad - Legal notices and logging oddities - In an era of ChimeraX - Fear no evil,2023-11-20T22:20:56.972106+00:00
x7VslKmnGtg,2023-11-20T22:23:58.016126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb (MDM) iPad - Xplore/aXis/linX/matriX audio implants - In an era of ChimeraX - Fear no evil,2023-11-20T22:24:35.927115+00:00
cwJhPRlyLa8,2023-11-20T22:25:05.117494+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb (MDM) iPad - Analytics and app linkage II - In an era of ChimeraX - Fear no evil,2023-11-20T22:26:18.550421+00:00
_j2068NZg8E,2023-11-20T22:46:51.382074+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies I - In an era of ChimeraX - Fear no evil,2023-11-20T22:47:41.574267+00:00
MFjEuRg3KEo,2023-11-22T01:03:08.587291+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXIV - An era of ChimeraX - Fear no evil,2023-11-22T01:03:08.587291+00:00
XBoihBDOTMY,2023-11-20T22:48:08.801771+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies II - In an era of ChimeraX - Fear no evil,2023-11-20T22:48:08.801771+00:00
G13HgvY9jkc,2023-11-20T22:48:32.7534+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies III - In an era of ChimeraX - Fear no evil,2023-11-20T22:48:32.7534+00:00
wSHovtBxT4M,2023-11-20T22:48:56.213248+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies IV - In an era of ChimeraX - Fear no evil,2023-11-20T22:48:56.213248+00:00
CcRQ-YSZmf0,2023-11-20T22:55:20.287132+00:00,"The battery on this RF device looks a lot like the ChimeraX / AndroidGo images. I posit (should be good on this) that these types of batteries are actually large hidden storage devices. Engineering physics 213 (2004) at UIUC had one good memory nearly 20 years later: a bored TA commenting about ""beandip"" is an explanation for how this type of hard drive is encoded, or may be later recovered with an electron microscope peeling off the data layer-by-layer at a time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies V.2 - In an era of ChimeraX - Fear no evil,2023-11-20T22:55:20.287132+00:00
lzXvh2HBJsY,2023-11-20T22:55:54.808659+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XII - In an era of ChimeraX - Fear no evil,2023-11-20T22:55:54.808659+00:00
xJ6z3Rdo9MQ,2023-11-20T22:57:41.581105+00:00,"vedio123.mp4 file found on the ChimeraX AndroidGo phone unzipping APK files for Droid with com.lonelycatgames.Xplore. This was flagged for me after changing my encoding to Russian (identity to a Bolshevik temperament Russian on the darkweb). It must have some important interpretations or hidden data in it. N.b., telling an a-shole in Yellowstone National Park, South America, Earth that you're Russian scares them sh-tless like literally nothing else. SEE: https://github.com/maxieds/GEyesThemes/blob/master/FuckTrump/YesWomanIDoCare.jpg, DESC=github-maxieds-GEyesThemes-blob-master-FuckTrump-YesWomanIDoCare.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XV - In an era of ChimeraX - Fear no evil,2023-11-20T23:01:01.542264+00:00
cT1wbJ6wQMI,2023-11-20T22:56:23.495704+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XIII - In an era of ChimeraX - Fear no evil,2023-11-20T22:56:23.495704+00:00
Iher8zBKfFA,2023-11-20T22:56:48.575084+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XIV - In an era of ChimeraX - Fear no evil,2023-11-20T22:56:48.575084+00:00
hN2AXMkNHIg,2023-11-20T22:52:48.510647+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies VI - In an era of ChimeraX - Fear no evil,2023-11-20T22:52:48.510647+00:00
cu-NpUvfsQk,2023-11-20T22:50:26.300039+00:00,"The battery on this RF device looks a lot like the ChimeraX / AndroidGo images. I posit (should be good on this) that these types of batteries are actually large hidden storage devices. Engineering physics 213 (2004) at UIUC had one good memory nearly 20 years later: a bored TA commenting about ""beandip"" is an explanation for how this type of hard drive is encoded, or may be later recovered with an electron microscope peeling off the data layer-by-layer at a time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies V - In an era of ChimeraX - Fear no evil,2023-11-20T22:52:11.815429+00:00
iy1Kyi3UJik,2023-11-20T22:53:37.190395+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies VIII - In an era of ChimeraX - Fear no evil,2023-11-20T22:53:37.190395+00:00
cVWe5ga_VPg,2023-11-22T01:03:27.033541+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXV - An era of ChimeraX - Fear no evil,2023-11-22T01:03:27.033541+00:00
O6gZlkLGFsk,2023-11-20T22:54:02.731643+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies IX - In an era of ChimeraX - Fear no evil,2023-11-20T22:54:02.731643+00:00
jD0iJeCN5uc,2023-11-20T22:53:09.103382+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies VII - In an era of ChimeraX - Fear no evil,2023-11-20T22:53:09.103382+00:00
ZZ5d7y2Zynk,2023-11-21T21:24:01.948781+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kidde Home Automation and Surveillance - Packaging and Other Notes,2023-11-21T21:24:01.948781+00:00
WR89mx5WVwU,2023-11-21T21:25:12.928844+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb (MDM) ipad - More settings,2023-11-21T21:25:12.928844+00:00
D4bvItBnJdg,2023-11-21T21:26:32.506018+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicago interesting found object type pot packaging - Squares, Cali weed and gifts from strangers",2023-11-21T21:27:25.042966+00:00
WBq-LJoSNIY,2023-11-21T21:28:06.634619+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Start of public stashes of collected documents and notes - ABQ, Yellowstone and forward",2023-11-21T21:28:40.616806+00:00
XdJz0vMRG4w,2023-11-21T21:29:32.431448+00:00,Losing everything having to flee from Albuquerque with Kush in a Tesla car removes a lot of sentimental items. These are some newer material possessions I have to show off - in good taste. I filled two empty picture frames with collages I made as an art project a few nights this year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal artifacts and tokens of recent life experiences,2023-11-21T21:31:38.853374+00:00
m3SFdxvuArU,2023-11-21T21:34:22.66859+00:00,"I'm not the first nor only living close family or friend who wanted to execute McDonald on impact for the way he is. This was done to me in July of last year while a four plus hour surgery was performed on me after starting what should have been a routine 10 minute GI/EGD procedure. This is a very sick way to torture souls. It can be partially disabled by picking at the outer ears repeatedly with tweezers and safety pins. The sticky semi-opaque yellowish fluid that drains is radioactive. The iHEAR website (cached versions on archive.org) predicts that a lot of the Hell that it was capable of after kidnapping abroad will gradually wear out anywhere from 18-24 months after July of 2022. FUCK TRUMP!!! These men behave like the only physics of opposite reaction to fear are those of the instant karma type (no kidding). I will reiterate that (1) I fear no evil; and (2) Hell hath no fury like the wrath of God. They are not going to appreciate that she is a woman on this planet. And no, normal, pissed off, good people are not going to care whether or not he is happy or whether or not they LIKE that. Recall the recently declassified descriptions of how Hitler died in a special operations mission into South America during the IRAN/CONTRA of Regan. My father will be happy enough about this with that little reminder that real men walk the Earth and remove penises a plenty first before any brutal executions of war criminals. Can he figure out what WE mean by that?

================

LINK: https://web.archive.org/web/20220123052758/https://www.youtube.com/channel/UCi3TxztLeYYZL4J8yTa2alA/videos
DESC: archiveorg/web/20220123052758/YouTubeChannelVideos-UCi3TxztLeYYZL4J8yTa2alA

LINK: https://web.archive.org/web/20220117010044/https://myheariq.com/blogs/news
DESC: archiveorg/web/20220117010044/myheariq-com/blogs/news",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is Trump and his sons in a nutshell - Ohh, Kushy bear, Mama's going to kill some trolls",2023-11-29T22:20:16.221536+00:00
cg0lVVew46I,2023-11-21T21:37:36.659222+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkweb (MDM) ipad - (Mobile) Safari website data stub entries and logs,2023-11-21T21:37:36.659222+00:00
ubj7fJCXKH0,2023-11-21T23:53:01.579862+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XVI - In an era of ChimeraX - Fear no evil,2023-11-21T23:53:16.946184+00:00
XDvcu7vFpNQ,2023-11-21T23:59:15.229601+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XIX - In an era of ChimeraX - Fear no evil,2023-11-21T23:59:15.229601+00:00
YJ6r6CJKqNA,2023-11-21T23:58:50.096236+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XVIII - In an era of ChimeraX - Fear no evil,2023-11-21T23:58:50.096236+00:00
aBC01CHzDPQ,2023-11-21T23:58:29.040881+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XVII - In an era of ChimeraX - Fear no evil,2023-11-21T23:58:29.040881+00:00
eddkwmCGLqI,2023-11-22T00:19:09.456551+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XX - In an era of ChimeraX - Fear no evil,2023-11-22T00:19:09.456551+00:00
lbR5N96n7kw,2023-11-22T00:19:23.581047+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXI - In an era of ChimeraX - Fear no evil,2023-11-22T00:19:23.581047+00:00
aVCovqXWu8Y,2023-11-22T00:23:34.746392+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXVIII - An era of ChimeraX - Fear no evil,2023-11-22T00:24:14.075828+00:00
yZTq0XMWaxo,2023-11-22T00:21:19.391187+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXIV - In an era of ChimeraX - Fear no evil,2023-11-22T00:21:19.391187+00:00
1GDlQ9YGz_M,2023-11-22T00:24:57.115527+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXIX - An era of ChimeraX - Fear no evil,2023-11-22T00:24:57.115527+00:00
IJ6XifH_e-s,2023-11-22T00:22:13.575745+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXVI - In an era of ChimeraX - Fear no evil,2023-11-22T00:22:13.575745+00:00
qQnCdgBlz2w,2023-11-22T00:21:51.079365+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXV - In an era of ChimeraX - Fear no evil,2023-11-22T00:21:51.079365+00:00
Vndq4LslSnc,2023-11-22T00:22:37.323189+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXVII - In an era of ChimeraX - Fear no evil,2023-11-22T00:22:37.323189+00:00
OwMcaoGr5og,2023-11-22T00:25:25.073062+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXX - An era of ChimeraX - Fear no evil,2023-11-22T00:25:25.073062+00:00
FpL07HuKtkk,2023-11-22T00:20:56.592158+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXIII - In an era of ChimeraX - Fear no evil,2023-11-22T00:20:56.592158+00:00
Mx6X27GlwJ0,2023-11-22T01:03:45.1794+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXVI - An era of ChimeraX - Fear no evil,2023-11-22T01:03:45.1794+00:00
4u1sxY0cHq4,2023-11-22T00:20:24.862308+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXII - In an era of ChimeraX - Fear no evil,2023-11-22T00:20:24.862308+00:00
ku8pde52V48,2023-11-22T01:07:00.550021+00:00,"The video filename uploaded is: UPLDD-screen-20230923-085131.mp4. It contains the date 5/13, which coincides with Friday, May 13, 2022. I counted six X Roman numerals plus four which made me happy, until I realized how badly this all sucks. A power of two. The name of the Russian mafia hitman's son from LA that murdered my biological sister in 2008 in front of Tony at Zia's Italian restaurant on the Hill was: Roman Krauss (Krauββ). His father is a skinhead dressed like Dr. Evil on Facebook. I didn't understand what the fly in soup reference meant. She, knowing what I'm like and how my brain works, told me his name in the car while he was talking on the phone in Russian in the front seat of my car. Fucking Ay, Asshole! Still here, waiting for it, if you've got the cahones. Kevin Mitnick's perspective: Run OTH over our dead bodies? Oh no, that's not necessary. You're too polite. He called you a bitch? He's never met one before. Trump has met Hilary Clinton - which is to say that HE'S met one before. Let me take out these little boys if no one is up to the job. LOVE THEM THE MOST.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXXIV - Era of ChimeraX - Fear no evil,2023-11-22T01:14:27.396307+00:00
EeZvftyd9aE,2023-11-22T01:06:42.148102+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXXIII - Era of ChimeraX - Fear no evil,2023-11-22T01:06:42.148102+00:00
YrEqCcwVodY,2023-11-22T00:34:18.364337+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXI - An era of ChimeraX - Fear no evil,2023-11-22T00:34:18.364337+00:00
G4FmHHDph5Q,2023-11-22T00:35:39.701881+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXII - An era of ChimeraX - Fear no evil,2023-11-22T00:35:39.701881+00:00
OpaT6bjYSjw,2023-11-22T00:36:02.791682+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXIII - An era of ChimeraX - Fear no evil,2023-11-22T00:36:02.791682+00:00
nlLsPR6a6GQ,2023-11-22T01:06:14.067178+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXXII - Era of ChimeraX - Fear no evil,2023-11-22T01:06:14.067178+00:00
rm0p4D8Bz40,2023-11-22T00:37:01.903905+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXV - An era of ChimeraX - Fear no evil,2023-11-22T00:37:01.903905+00:00
x_FV5fcRgKE,2023-11-22T00:38:33.501602+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXVII - An era of ChimeraX - Fear no evil,2023-11-22T00:38:33.501602+00:00
9HM3SF19GYI,2023-11-22T00:38:55.649345+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXVIII - An era of ChimeraX - Fear no evil,2023-11-22T00:38:55.649345+00:00
Olf2w5Ete6c,2023-11-22T00:37:23.838184+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXVI - An era of ChimeraX - Fear no evil,2023-11-22T00:37:23.838184+00:00
9xC7QzDmp3I,2023-11-22T00:36:34.336451+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXIV - An era of ChimeraX - Fear no evil,2023-11-22T00:36:34.336451+00:00
6SbCkb9gufc,2023-11-22T00:49:28.005886+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXIX - An era of ChimeraX - Fear no evil,2023-11-22T00:49:28.005886+00:00
rQqnANgObdM,2023-11-22T00:49:43.588293+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXX - An era of ChimeraX - Fear no evil,2023-11-22T00:49:43.588293+00:00
zL3zsQ1cSIc,2023-11-22T00:50:10.102758+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXI - An era of ChimeraX - Fear no evil,2023-11-22T00:50:10.102758+00:00
1XONFr5mXFU,2023-11-22T00:50:33.249704+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXII - An era of ChimeraX - Fear no evil,2023-11-22T00:50:33.249704+00:00
l6_d4cH7CIo,2023-11-22T00:51:46.535996+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXV - An era of ChimeraX - Fear no evil,2023-11-22T00:51:46.535996+00:00
0b9t8e0LP28,2023-11-22T00:52:04.464634+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXVI - An era of ChimeraX - Fear no evil,2023-11-22T00:52:04.464634+00:00
Bng524s77Iw,2023-11-22T00:50:56.70373+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXIII - An era of ChimeraX - Fear no evil,2023-11-22T00:50:56.70373+00:00
xdY7-klFFq4,2023-11-22T00:52:31.220523+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXVII - An era of ChimeraX - Fear no evil,2023-11-22T00:52:31.220523+00:00
QeKsgqufog8,2023-11-22T00:52:51.349859+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXVIII - An era of ChimeraX - Fear no evil,2023-11-22T00:52:51.349859+00:00
kCqC-LhxTxg,2023-11-22T00:51:23.418336+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXIV - An era of ChimeraX - Fear no evil,2023-11-22T00:51:23.418336+00:00
HN8Jvm2177c,2023-11-22T01:05:53.659257+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXXI - Era of ChimeraX - Fear no evil,2023-11-22T01:05:53.659257+00:00
KkHHLmnWeSI,2023-11-22T01:05:31.390657+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXX - Era of ChimeraX - Fear no evil,2023-11-22T01:05:31.390657+00:00
EeWpZdMb3PE,2023-11-22T01:05:11.817656+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXIX - Era of ChimeraX - Fear no evil,2023-11-22T01:05:11.817656+00:00
Ym1HdCftwh0,2023-11-22T01:04:44.568914+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXXVIII - Era of ChimeraX - Fear no evil,2023-11-22T01:04:44.568914+00:00
ekpCWbV5c3w,2023-11-22T00:53:13.936993+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndroidGo BLU phone - Documents insane babbling loonies XXXXIX - An era of ChimeraX - Fear no evil,2023-11-22T00:53:13.936993+00:00
